species,label,requirement,joint_prob,threshold,pass
Alopecurus pratensis,SunnyNeutral,"L=high,M=med,R=med",0.09225,0.6,FALSE
Alternanthera pungens,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Amaranthus deflexus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Amaranthus hybridus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Amaranthus powellii subsp. bouchonii,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Amaranthus retroflexus,SunnyNeutral,"L=high,M=med,R=med",0.00975,0.6,FALSE
Ambrosia artemisiifolia,SunnyNeutral,"L=high,M=med,R=med",0.0187,0.6,FALSE
Ambrosia psilostachya,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Ambrosia tenuifolia,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Ambrosia trifida,SunnyNeutral,"L=high,M=med,R=med",0.00185,0.6,FALSE
Anaphalis margaritacea,SunnyNeutral,"L=high,M=med,R=med",0.01785,0.6,FALSE
Andromeda polifolia,SunnyNeutral,"L=high,M=med,R=med",0.21415,0.6,FALSE
Androsace septentrionalis,SunnyNeutral,"L=high,M=med,R=med",0.32105,0.6,FALSE
Angelica archangelica,SunnyNeutral,"L=high,M=med,R=med",0.002,0.6,FALSE
Angelica sylvestris,SunnyNeutral,"L=high,M=med,R=med",8e-4,0.6,FALSE
Antennaria dioica,SunnyNeutral,"L=high,M=med,R=med",0.22505,0.6,FALSE
Anthemis arvensis,SunnyNeutral,"L=high,M=med,R=med",0.21675,0.6,FALSE
Anthemis cotula,SunnyNeutral,"L=high,M=med,R=med",0.0101,0.6,FALSE
Anthemis cretica,SunnyNeutral,"L=high,M=med,R=med",0.087,0.6,FALSE
Anthericum ramosum,SunnyNeutral,"L=high,M=med,R=med",0.011,0.6,FALSE
Anthoxanthum odoratum,SunnyNeutral,"L=high,M=med,R=med",0.0724,0.6,FALSE
Anthriscus sylvestris,SunnyNeutral,"L=high,M=med,R=med",0.0123,0.6,FALSE
Anthyllis montana,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Anthyllis vulneraria,SunnyNeutral,"L=high,M=med,R=med",0.09975,0.6,FALSE
Aphanes arvensis,SunnyNeutral,"L=high,M=med,R=med",0.3086,0.6,FALSE
Aphyllanthes monspeliensis,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Aposeris foetida,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Aquilegia atrata,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Aquilegia einseleana,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Aquilegia vulgaris,SunnyNeutral,"L=high,M=med,R=med",0.01475,0.6,FALSE
Arabidopsis thaliana,SunnyNeutral,"L=high,M=med,R=med",0.0223,0.6,FALSE
Arabis alpina,SunnyNeutral,"L=high,M=med,R=med",0.10135,0.6,FALSE
Arabis hirsuta,SunnyNeutral,"L=high,M=med,R=med",0.03845,0.6,FALSE
Arbutus unedo,SunnyNeutral,"L=high,M=med,R=med",0.06255,0.6,FALSE
Arctium lappa,SunnyNeutral,"L=high,M=med,R=med",0.0011,0.6,FALSE
Arctium minus,SunnyNeutral,"L=high,M=med,R=med",5e-5,0.6,FALSE
Arenaria aggregata,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Arenaria serpyllifolia,SunnyNeutral,"L=high,M=med,R=med",0.1275,0.6,FALSE
Aristida adscensionis,SunnyNeutral,"L=high,M=med,R=med",0.2764,0.6,FALSE
Armeria maritima,SunnyNeutral,"L=high,M=med,R=med",0.1509,0.6,FALSE
Arnica montana,SunnyNeutral,"L=high,M=med,R=med",0.0144,0.6,FALSE
Arrhenatherum elatius,SunnyNeutral,"L=high,M=med,R=med",0.00585,0.6,FALSE
Artemisia absinthium,SunnyNeutral,"L=high,M=med,R=med",0.0057,0.6,FALSE
Artemisia campestris,SunnyNeutral,"L=high,M=med,R=med",0.01575,0.6,FALSE
Artemisia dracunculus,SunnyNeutral,"L=high,M=med,R=med",0.0627,0.6,FALSE
Artemisia vulgaris,SunnyNeutral,"L=high,M=med,R=med",7e-4,0.6,FALSE
Arum maculatum,SunnyNeutral,"L=high,M=med,R=med",6e-4,0.6,FALSE
Aruncus dioicus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Arundo donax,SunnyNeutral,"L=high,M=med,R=med",3.5e-4,0.6,FALSE
Asarum europaeum,SunnyNeutral,"L=high,M=med,R=med",0.0428,0.6,FALSE
Asclepias syriaca,SunnyNeutral,"L=high,M=med,R=med",0.0028,0.6,FALSE
Aster alpinus,SunnyNeutral,"L=high,M=med,R=med",0.20915,0.6,FALSE
Aster amellus,SunnyNeutral,"L=high,M=med,R=med",0.06355,0.6,FALSE
Astragalus alpinus,SunnyNeutral,"L=high,M=med,R=med",0.1616,0.6,FALSE
Astrantia major,SunnyNeutral,"L=high,M=med,R=med",5e-5,0.6,FALSE
Atriplex littoralis,SunnyNeutral,"L=high,M=med,R=med",0.00925,0.6,FALSE
Avena barbata,SunnyNeutral,"L=high,M=med,R=med",0.0773,0.6,FALSE
Avena fatua,SunnyNeutral,"L=high,M=med,R=med",0.0033,0.6,FALSE
Avena sativa,SunnyNeutral,"L=high,M=med,R=med",7.5e-4,0.6,FALSE
Avena sterilis,SunnyNeutral,"L=high,M=med,R=med",0.01635,0.6,FALSE
Bartsia alpina,SunnyNeutral,"L=high,M=med,R=med",0.11935,0.6,FALSE
Bassia prostrata,SunnyNeutral,"L=high,M=med,R=med",0.0699,0.6,FALSE
Bassia scoparia,SunnyNeutral,"L=high,M=med,R=med",0.04295,0.6,FALSE
Bellis perennis,SunnyNeutral,"L=high,M=med,R=med",0.026950000000000002,0.6,FALSE
Berberis vulgaris,SunnyNeutral,"L=high,M=med,R=med",0.04965,0.6,FALSE
Berteroa incana,SunnyNeutral,"L=high,M=med,R=med",0.0784,0.6,FALSE
Berula erecta,SunnyNeutral,"L=high,M=med,R=med",6e-4,0.6,FALSE
Betula alleghaniensis,SunnyNeutral,"L=high,M=med,R=med",5e-5,0.6,FALSE
Betula papyrifera,SunnyNeutral,"L=high,M=med,R=med",1.5e-4,0.6,FALSE
Betula pendula,SunnyNeutral,"L=high,M=med,R=med",0.0051,0.6,FALSE
Betula pubescens,SunnyNeutral,"L=high,M=med,R=med",3.5e-4,0.6,FALSE
Bidens frondosa,SunnyNeutral,"L=high,M=med,R=med",0.0108,0.6,FALSE
Bidens tripartita,SunnyNeutral,"L=high,M=med,R=med",0.0062,0.6,FALSE
Biscutella laevigata,SunnyNeutral,"L=high,M=med,R=med",0.02265,0.6,FALSE
Blackstonia perfoliata,SunnyNeutral,"L=high,M=med,R=med",0.01955,0.6,FALSE
Blysmus compressus,SunnyNeutral,"L=high,M=med,R=med",0.11865,0.6,FALSE
Blysmus rufus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bothriochloa ischaemum,SunnyNeutral,"L=high,M=med,R=med",0.09955,0.6,FALSE
Brachypodium distachyon,SunnyNeutral,"L=high,M=med,R=med",0.216,0.6,FALSE
Brachypodium phoenicoides,SunnyNeutral,"L=high,M=med,R=med",0.0939,0.6,FALSE
Brachypodium pinnatum,SunnyNeutral,"L=high,M=med,R=med",0.0437,0.6,FALSE
Brachypodium retusum,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Brachypodium sylvaticum,SunnyNeutral,"L=high,M=med,R=med",0.0227,0.6,FALSE
Brassica oleracea,SunnyNeutral,"L=high,M=med,R=med",0.00165,0.6,FALSE
Briza media,SunnyNeutral,"L=high,M=med,R=med",0.1167,0.6,FALSE
Bromus arvensis,SunnyNeutral,"L=high,M=med,R=med",0.03545,0.6,FALSE
Bromus catharticus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus erectus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus hordeaceus,SunnyNeutral,"L=high,M=med,R=med",0.1216,0.6,FALSE
Bromus inermis,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus lanceolatus,SunnyNeutral,"L=high,M=med,R=med",0.1408,0.6,FALSE
Bromus madritensis,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus ramosus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus rigidus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus sterilis,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus tectorum,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bromus variegatus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Broussonetia papyrifera,SunnyNeutral,"L=high,M=med,R=med",1e-4,0.6,FALSE
Buglossoides arvensis,SunnyNeutral,"L=high,M=med,R=med",0.0619,0.6,FALSE
Bunias orientalis,SunnyNeutral,"L=high,M=med,R=med",0.002,0.6,FALSE
Buphthalmum salicifolium,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Bupleurum baldense,SunnyNeutral,"L=high,M=med,R=med",0.27515,0.6,FALSE
Bupleurum falcatum,SunnyNeutral,"L=high,M=med,R=med",0.0451,0.6,FALSE
Bupleurum ranunculoides,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Buxus sempervirens,SunnyNeutral,"L=high,M=med,R=med",0.08935,0.6,FALSE
Calamagrostis arundinacea,SunnyNeutral,"L=high,M=med,R=med",0.07375,0.6,FALSE
Calamagrostis canescens,SunnyNeutral,"L=high,M=med,R=med",0.01665,0.6,FALSE
Calamagrostis epigejos,SunnyNeutral,"L=high,M=med,R=med",0.0146,0.6,FALSE
Calamagrostis varia,SunnyNeutral,"L=high,M=med,R=med",0.0208,0.6,FALSE
Calamagrostis villosa,SunnyNeutral,"L=high,M=med,R=med",0.0153,0.6,FALSE
Calla palustris,SunnyNeutral,"L=high,M=med,R=med",0.00155,0.6,FALSE
Calluna vulgaris,SunnyNeutral,"L=high,M=med,R=med",0.26045,0.6,FALSE
Caltha palustris,SunnyNeutral,"L=high,M=med,R=med",0.00405,0.6,FALSE
Calystegia sepium,SunnyNeutral,"L=high,M=med,R=med",7.5e-4,0.6,FALSE
Calystegia silvatica,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Calystegia soldanella,SunnyNeutral,"L=high,M=med,R=med",0.02705,0.6,FALSE
Camelina microcarpa,SunnyNeutral,"L=high,M=med,R=med",0.01445,0.6,FALSE
Campanula barbata,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Campanula glomerata,SunnyNeutral,"L=high,M=med,R=med",0.01915,0.6,FALSE
Campanula persicifolia,SunnyNeutral,"L=high,M=med,R=med",0.05175,0.6,FALSE
Campanula rapunculus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Campanula rotundifolia,SunnyNeutral,"L=high,M=med,R=med",0.3466,0.6,FALSE
Campanula scheuchzeri,SunnyNeutral,"L=high,M=med,R=med",0.1631,0.6,FALSE
Campanula sibirica,SunnyNeutral,"L=high,M=med,R=med",0.0648,0.6,FALSE
Campanula spicata,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Campanula trachelium,SunnyNeutral,"L=high,M=med,R=med",7.5e-4,0.6,FALSE
Cannabis sativa,SunnyNeutral,"L=high,M=med,R=med",0.00155,0.6,FALSE
Capsella bursa-pastoris,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cardamine bellidifolia,SunnyNeutral,"L=high,M=med,R=med",0.1437,0.6,FALSE
Cardamine bulbifera,SunnyNeutral,"L=high,M=med,R=med",0.00505,0.6,FALSE
Cardamine enneaphyllos,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cardamine heptaphylla,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cardamine hirsuta,SunnyNeutral,"L=high,M=med,R=med",0.05425,0.6,FALSE
Carduus acanthoides,SunnyNeutral,"L=high,M=med,R=med",0.0016,0.6,FALSE
Carduus defloratus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Carduus nutans,SunnyNeutral,"L=high,M=med,R=med",0.0018,0.6,FALSE
Carex acuta,SunnyNeutral,"L=high,M=med,R=med",0.00115,0.6,FALSE
Carex acutiformis,SunnyNeutral,"L=high,M=med,R=med",0.017,0.6,FALSE
Carex alba,SunnyNeutral,"L=high,M=med,R=med",0.18475,0.6,FALSE
Carex aquatilis,SunnyNeutral,"L=high,M=med,R=med",0.05545,0.6,FALSE
Carex arenaria,SunnyNeutral,"L=high,M=med,R=med",0.1126,0.6,FALSE
Carex atrata,SunnyNeutral,"L=high,M=med,R=med",0.102,0.6,FALSE
Carex atrofusca,SunnyNeutral,"L=high,M=med,R=med",0.2477,0.6,FALSE
Carex bigelowii,SunnyNeutral,"L=high,M=med,R=med",0.18295,0.6,FALSE
Carex binervis,SunnyNeutral,"L=high,M=med,R=med",0.10405,0.6,FALSE
Carex brizoides,SunnyNeutral,"L=high,M=med,R=med",0.04065,0.6,FALSE
Carex canescens,SunnyNeutral,"L=high,M=med,R=med",0.0803,0.6,FALSE
Carex caryophyllea,SunnyNeutral,"L=high,M=med,R=med",0.09925,0.6,FALSE
Carex curvula,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Carex digitata,SunnyNeutral,"L=high,M=med,R=med",0.11025,0.6,FALSE
Carex elata,SunnyNeutral,"L=high,M=med,R=med",0.02075,0.6,FALSE
Carex flacca,SunnyNeutral,"L=high,M=med,R=med",0.0506,0.6,FALSE
Carex flava,SunnyNeutral,"L=high,M=med,R=med",0.11015,0.6,FALSE
Carex halleriana,SunnyNeutral,"L=high,M=med,R=med",0.1707,0.6,FALSE
Carex hirta,SunnyNeutral,"L=high,M=med,R=med",0.02775,0.6,FALSE
Carex humilis,SunnyNeutral,"L=high,M=med,R=med",0.1995,0.6,FALSE
Carex lasiocarpa,SunnyNeutral,"L=high,M=med,R=med",0.07245,0.6,FALSE
Carex montana,SunnyNeutral,"L=high,M=med,R=med",0.17155,0.6,FALSE
Carex nigra,SunnyNeutral,"L=high,M=med,R=med",0.1484,0.6,FALSE
Carex pallescens,SunnyNeutral,"L=high,M=med,R=med",0.0447,0.6,FALSE
Carex panicea,SunnyNeutral,"L=high,M=med,R=med",0.10015,0.6,FALSE
Carex paniculata,SunnyNeutral,"L=high,M=med,R=med",0.01555,0.6,FALSE
Carex pilulifera,SunnyNeutral,"L=high,M=med,R=med",0.1362,0.6,FALSE
Carex remota,SunnyNeutral,"L=high,M=med,R=med",0.0474,0.6,FALSE
Carex riparia,SunnyNeutral,"L=high,M=med,R=med",0.0084,0.6,FALSE
Carex rostrata,SunnyNeutral,"L=high,M=med,R=med",0.0239,0.6,FALSE
Carex saxatilis,SunnyNeutral,"L=high,M=med,R=med",0.17655,0.6,FALSE
Carex sempervirens,SunnyNeutral,"L=high,M=med,R=med",0.16765,0.6,FALSE
Carex sylvatica,SunnyNeutral,"L=high,M=med,R=med",0.0544,0.6,FALSE
Carex umbrosa,SunnyNeutral,"L=high,M=med,R=med",0.1234,0.6,FALSE
Carex vaginata,SunnyNeutral,"L=high,M=med,R=med",0.0904,0.6,FALSE
Carex vesicaria,SunnyNeutral,"L=high,M=med,R=med",0.04495,0.6,FALSE
Carex vulpinoidea,SunnyNeutral,"L=high,M=med,R=med",0.07725,0.6,FALSE
Carlina acaulis,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Carlina vulgaris,SunnyNeutral,"L=high,M=med,R=med",0.01125,0.6,FALSE
Carpinus betulus,SunnyNeutral,"L=high,M=med,R=med",0.00465,0.6,FALSE
Carum carvi,SunnyNeutral,"L=high,M=med,R=med",0.01905,0.6,FALSE
Castanea sativa,SunnyNeutral,"L=high,M=med,R=med",1.5e-4,0.6,FALSE
Catalpa speciosa,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Catananche caerulea,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Catapodium rigidum,SunnyNeutral,"L=high,M=med,R=med",0.35135,0.6,FALSE
Cedrus deodara,SunnyNeutral,"L=high,M=med,R=med",0.0474,0.6,FALSE
Celtis australis,SunnyNeutral,"L=high,M=med,R=med",0.00255,0.6,FALSE
Celtis occidentalis,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Centaurea aspera,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Centaurea diffusa,SunnyNeutral,"L=high,M=med,R=med",0.10555,0.6,FALSE
Centaurea jacea,SunnyNeutral,"L=high,M=med,R=med",0.0851,0.6,FALSE
Centaurea nigra,SunnyNeutral,"L=high,M=med,R=med",0.0192,0.6,FALSE
Centaurea nigrescens,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Centaurea pectinata,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Centaurea rhaetica,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Centaurea scabiosa,SunnyNeutral,"L=high,M=med,R=med",0.0038,0.6,FALSE
Centaurium erythraea,SunnyNeutral,"L=high,M=med,R=med",0.11915,0.6,FALSE
Cerastium arvense,SunnyNeutral,"L=high,M=med,R=med",0.29705,0.6,FALSE
Cerastium fontanum,SunnyNeutral,"L=high,M=med,R=med",0.12605,0.6,FALSE
Cerastium fontanum subsp. vulgare,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cerastium glomeratum,SunnyNeutral,"L=high,M=med,R=med",0.08725,0.6,FALSE
Cerastium pumilum,SunnyNeutral,"L=high,M=med,R=med",0.24515,0.6,FALSE
Cerastium purpurascens,SunnyNeutral,"L=high,M=med,R=med",0.0944,0.6,FALSE
Cerastium semidecandrum,SunnyNeutral,"L=high,M=med,R=med",0.2241,0.6,FALSE
Ceratocarpus arenarius,SunnyNeutral,"L=high,M=med,R=med",0.10805,0.6,FALSE
Ceratonia siliqua,SunnyNeutral,"L=high,M=med,R=med",0.0151,0.6,FALSE
Ceratophyllum demersum,SunnyNeutral,"L=high,M=med,R=med",0.05795,0.6,FALSE
Cerinthe minor,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Chaerophyllum hirsutum,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Chaerophyllum roseum,SunnyNeutral,"L=high,M=med,R=med",0.0178,0.6,FALSE
Cheirolophus sempervirens,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Chelidonium majus,SunnyNeutral,"L=high,M=med,R=med",0.0025,0.6,FALSE
Chenopodium album,SunnyNeutral,"L=high,M=med,R=med",0.01075,0.6,FALSE
Chenopodium bonus-henricus,SunnyNeutral,"L=high,M=med,R=med",0.0032,0.6,FALSE
Chondrilla juncea,SunnyNeutral,"L=high,M=med,R=med",0.0615,0.6,FALSE
Chrysopogon gryllus,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Chrysosplenium alternifolium,SunnyNeutral,"L=high,M=med,R=med",0.0346,0.6,FALSE
Chrysosplenium oppositifolium,SunnyNeutral,"L=high,M=med,R=med",0.0873,0.6,FALSE
Cichorium intybus,SunnyNeutral,"L=high,M=med,R=med",0.0058,0.6,FALSE
Circaea alpina,SunnyNeutral,"L=high,M=med,R=med",0.0635,0.6,FALSE
Circaea lutetiana,SunnyNeutral,"L=high,M=med,R=med",0.00925,0.6,FALSE
Cirsium arvense,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cirsium dissectum,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cirsium heterophyllum,SunnyNeutral,"L=high,M=med,R=med",2.5e-4,0.6,FALSE
Cirsium oleraceum,SunnyNeutral,"L=high,M=med,R=med",0.0015,0.6,FALSE
Cirsium palustre,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cirsium pannonicum,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cirsium vulgare,SunnyNeutral,"L=high,M=med,R=med",0.0012,0.6,FALSE
Cladium mariscus,SunnyNeutral,"L=high,M=med,R=med",0.01075,0.6,FALSE
Clinopodium nepeta,SunnyNeutral,"L=high,M=med,R=med",0.09015,0.6,FALSE
Clinopodium vulgare,SunnyNeutral,"L=high,M=med,R=med",0.07715,0.6,FALSE
Comarum palustre,SunnyNeutral,"L=high,M=med,R=med",0.0256,0.6,FALSE
Conium maculatum,SunnyNeutral,"L=high,M=med,R=med",7.5e-4,0.6,FALSE
Conopodium majus,SunnyNeutral,"L=high,M=med,R=med",0.04055,0.6,FALSE
Convallaria majalis,SunnyNeutral,"L=high,M=med,R=med",0.00935,0.6,FALSE
Convolvulus arvensis,SunnyNeutral,"L=high,M=med,R=med",0.0239,0.6,FALSE
Coreopsis tinctoria,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cornus sanguinea,SunnyNeutral,"L=high,M=med,R=med",0.01185,0.6,FALSE
Cornus sericea,SunnyNeutral,"L=high,M=med,R=med",0.0128,0.6,FALSE
Cornus suecica,SunnyNeutral,"L=high,M=med,R=med",0.0912,0.6,FALSE
Coronilla coronata,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Coronilla minima,SunnyNeutral,"L=high,M=med,R=med",0.183,0.6,FALSE
Coronilla vaginalis,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Corylus avellana,SunnyNeutral,"L=high,M=med,R=med",0.00335,0.6,FALSE
Corynephorus canescens,SunnyNeutral,"L=high,M=med,R=med",0.34325,0.6,FALSE
Cota tinctoria,SunnyNeutral,"L=high,M=med,R=med",0.05105,0.6,FALSE
Crataegus monogyna,SunnyNeutral,"L=high,M=med,R=med",0.0191,0.6,FALSE
Crepis biennis,SunnyNeutral,"L=high,M=med,R=med",9.5e-4,0.6,FALSE
Crepis capillaris,SunnyNeutral,"L=high,M=med,R=med",0.0064,0.6,FALSE
Crepis foetida,SunnyNeutral,"L=high,M=med,R=med",0.0084,0.6,FALSE
Crepis froelichiana,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Crepis paludosa,SunnyNeutral,"L=high,M=med,R=med",0.0031,0.6,FALSE
Crepis pyrenaica,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Crepis tectorum,SunnyNeutral,"L=high,M=med,R=med",0.101,0.6,FALSE
Crepis vesicaria,SunnyNeutral,"L=high,M=med,R=med",0,0.6,FALSE
Cruciata glabra,SunnyNeutral,"L=high,M=med,R=med",0.15065,0.6,FALSE
Cruciata laevipes,SunnyNeutral,"L=high,M=med,R=med",0.11005,0.6,FALSE
Cryptomeria japonica,SunnyNeutral,"L=high,M=med,R=med",0.0172,0.6,FALSE
Cupressus sempervirens,SunnyNeutral,"L=high,M=med,R=med",0.20015,0.6,FALSE
Cyclamen purpurascens,SunnyNeutral,"L=high,M=med,R=med",0.03105,0.6,FALSE
Cynodon dactylon,SunnyNeutral,"L=high,M=med,R=med",0.1767,0.6,FALSE
Cynosurus cristatus,SunnyNeutral,"L=high,M=med,R=med",0.0524,0.6,FALSE
Cytisus scoparius,SunnyNeutral,"L=high,M=med,R=med",0.1026,0.6,FALSE
