species,label,requirement,joint_prob,threshold,pass
Cryptomeria japonica,PartialSunAverage,"L=med,M=med,R=med",0.0085,0.6,FALSE
Gymnadenia conopsea,PartialSunAverage,"L=med,M=med,R=med",0,0.6,FALSE
Helianthus tuberosus,PartialSunAverage,"L=med,M=med,R=med",5.5e-4,0.6,FALSE
Laserpitium latifolium,PartialSunAverage,"L=med,M=med,R=med",0,0.6,FALSE
Lepidium ruderale,PartialSunAverage,"L=med,M=med,R=med",0.0413,0.6,FALSE
Persicaria amphibia,PartialSunAverage,"L=med,M=med,R=med",0.0423,0.6,FALSE
Pinus densiflora,PartialSunAverage,"L=med,M=med,R=med",0.01105,0.6,FALSE
Pinus ponderosa,PartialSunAverage,"L=med,M=med,R=med",0.00795,0.6,FALSE
Pistacia lentiscus,PartialSunAverage,"L=med,M=med,R=med",0.25155,0.6,FALSE
Polygonum aviculare,PartialSunAverage,"L=med,M=med,R=med",0.1722,0.6,FALSE
Potentilla aurea,PartialSunAverage,"L=med,M=med,R=med",0.06645,0.6,FALSE
Pulmonaria officinalis,PartialSunAverage,"L=med,M=med,R=med",0.01035,0.6,FALSE
Quercus cerris,PartialSunAverage,"L=med,M=med,R=med",0.0485,0.6,FALSE
Ratibida pinnata,PartialSunAverage,"L=med,M=med,R=med",0,0.6,FALSE
Sequoia sempervirens,PartialSunAverage,"L=med,M=med,R=med",0.0075,0.6,FALSE
Seseli montanum,PartialSunAverage,"L=med,M=med,R=med",0,0.6,FALSE
Tsuga canadensis,PartialSunAverage,"L=med,M=med,R=med",0.02275,0.6,FALSE
Veronica filiformis,PartialSunAverage,"L=med,M=med,R=med",0.0272,0.6,FALSE
Arnica montana,WarmNeutralFertile,"T=high,R=med,N=high",1e-4,0.6,FALSE
Artemisia campestris,WarmNeutralFertile,"T=high,R=med,N=high",4e-4,0.6,FALSE
Asarum europaeum,WarmNeutralFertile,"T=high,R=med,N=high",5e-5,0.6,FALSE
Bromus catharticus,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Carex pilulifera,WarmNeutralFertile,"T=high,R=med,N=high",1.5e-4,0.6,FALSE
Cryptomeria japonica,WarmNeutralFertile,"T=high,R=med,N=high",0.09695,0.6,FALSE
Gymnadenia conopsea,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Helianthus tuberosus,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Laserpitium latifolium,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Lepidium ruderale,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Persicaria amphibia,WarmNeutralFertile,"T=high,R=med,N=high",5e-5,0.6,FALSE
Pinus densiflora,WarmNeutralFertile,"T=high,R=med,N=high",0.1293,0.6,FALSE
Pinus ponderosa,WarmNeutralFertile,"T=high,R=med,N=high",0.1362,0.6,FALSE
Pistacia lentiscus,WarmNeutralFertile,"T=high,R=med,N=high",0.0131,0.6,FALSE
Polygonum aviculare,WarmNeutralFertile,"T=high,R=med,N=high",4e-4,0.6,FALSE
Potentilla aurea,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Pulmonaria officinalis,WarmNeutralFertile,"T=high,R=med,N=high",5e-5,0.6,FALSE
Quercus cerris,WarmNeutralFertile,"T=high,R=med,N=high",0.03085,0.6,FALSE
Ratibida pinnata,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Sequoia sempervirens,WarmNeutralFertile,"T=high,R=med,N=high",0.1565,0.6,FALSE
Seseli montanum,WarmNeutralFertile,"T=high,R=med,N=high",0,0.6,FALSE
Tsuga canadensis,WarmNeutralFertile,"T=high,R=med,N=high",0.098,0.6,FALSE
Veronica filiformis,WarmNeutralFertile,"T=high,R=med,N=high",1e-4,0.6,FALSE
Arnica montana,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Artemisia campestris,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Asarum europaeum,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Bromus catharticus,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Carex pilulifera,DryPoorSun,"L=high,M=low,N=low",0.001,0.6,FALSE
Cryptomeria japonica,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Gymnadenia conopsea,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Helianthus tuberosus,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Laserpitium latifolium,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Lepidium ruderale,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Persicaria amphibia,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pinus densiflora,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pinus ponderosa,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pistacia lentiscus,DryPoorSun,"L=high,M=low,N=low",0.00255,0.6,FALSE
Polygonum aviculare,DryPoorSun,"L=high,M=low,N=low",6e-4,0.6,FALSE
Potentilla aurea,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pulmonaria officinalis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Quercus cerris,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Ratibida pinnata,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Sequoia sempervirens,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Seseli montanum,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Tsuga canadensis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Veronica filiformis,DryPoorSun,"L=high,M=low,N=low",4e-4,0.6,FALSE
