species,label,requirement,joint_prob,threshold,pass
Arctium lappa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Arctium minus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Arenaria aggregata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Arenaria serpyllifolia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Aristida adscensionis,ThePioneer,"T=high,M=low",2e-4,0.6,FALSE
Armeria maritima,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Arnica montana,ThePioneer,"T=high,M=low",0,0.6,FALSE
Arrhenatherum elatius,ThePioneer,"T=high,M=low",0,0.6,FALSE
Artemisia absinthium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Artemisia campestris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Artemisia dracunculus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Artemisia vulgaris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Arum maculatum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Aruncus dioicus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Arundo donax,ThePioneer,"T=high,M=low",0,0.6,FALSE
Asarum europaeum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Asclepias syriaca,ThePioneer,"T=high,M=low",0,0.6,FALSE
Aster alpinus,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Aster amellus,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Astragalus alpinus,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Astrantia major,ThePioneer,"T=high,M=low",0,0.6,FALSE
Atriplex littoralis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Avena barbata,ThePioneer,"T=high,M=low",0.00125,0.6,FALSE
Avena fatua,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Avena sativa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Avena sterilis,ThePioneer,"T=high,M=low",5.5e-4,0.6,FALSE
Bartsia alpina,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bassia prostrata,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Bassia scoparia,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Bellis perennis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Berberis vulgaris,ThePioneer,"T=high,M=low",0.0148,0.6,FALSE
Berteroa incana,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Berula erecta,ThePioneer,"T=high,M=low",0,0.6,FALSE
Betula alleghaniensis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Betula papyrifera,ThePioneer,"T=high,M=low",0,0.6,FALSE
Betula pendula,ThePioneer,"T=high,M=low",0,0.6,FALSE
Betula pubescens,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bidens frondosa,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Bidens tripartita,ThePioneer,"T=high,M=low",0,0.6,FALSE
Biscutella laevigata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Blackstonia perfoliata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Blysmus compressus,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Blysmus rufus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bothriochloa ischaemum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Brachypodium distachyon,ThePioneer,"T=high,M=low",0.001,0.6,FALSE
Brachypodium phoenicoides,ThePioneer,"T=high,M=low",3.5e-4,0.6,FALSE
Brachypodium pinnatum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Brachypodium retusum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Brachypodium sylvaticum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Brassica oleracea,ThePioneer,"T=high,M=low",0,0.6,FALSE
Briza media,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus arvensis,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Bromus catharticus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus erectus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus hordeaceus,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Bromus inermis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus lanceolatus,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Bromus madritensis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus ramosus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus rigidus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus sterilis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus tectorum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bromus variegatus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Broussonetia papyrifera,ThePioneer,"T=high,M=low",0,0.6,FALSE
Buglossoides arvensis,ThePioneer,"T=high,M=low",3.5e-4,0.6,FALSE
Bunias orientalis,ThePioneer,"T=high,M=low",2e-4,0.6,FALSE
Buphthalmum salicifolium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bupleurum baldense,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Bupleurum falcatum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Bupleurum ranunculoides,ThePioneer,"T=high,M=low",0,0.6,FALSE
Buxus sempervirens,ThePioneer,"T=high,M=low",0.0263,0.6,FALSE
Calamagrostis arundinacea,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calamagrostis canescens,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calamagrostis epigejos,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calamagrostis varia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calamagrostis villosa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calla palustris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calluna vulgaris,ThePioneer,"T=high,M=low",0.0013,0.6,FALSE
Caltha palustris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calystegia sepium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calystegia silvatica,ThePioneer,"T=high,M=low",0,0.6,FALSE
Calystegia soldanella,ThePioneer,"T=high,M=low",0.00225,0.6,FALSE
Camelina microcarpa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula barbata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula glomerata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula persicifolia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula rapunculus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula rotundifolia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula scheuchzeri,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula sibirica,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula spicata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Campanula trachelium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cannabis sativa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Capsella bursa-pastoris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cardamine bellidifolia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cardamine bulbifera,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cardamine enneaphyllos,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cardamine heptaphylla,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cardamine hirsuta,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carduus acanthoides,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carduus defloratus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carduus nutans,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex acuta,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex acutiformis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex alba,ThePioneer,"T=high,M=low",6.5e-4,0.6,FALSE
Carex aquatilis,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex arenaria,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex atrata,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex atrofusca,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Carex bigelowii,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Carex binervis,ThePioneer,"T=high,M=low",2e-4,0.6,FALSE
Carex brizoides,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex canescens,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex caryophyllea,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex curvula,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex digitata,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Carex elata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex flacca,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex flava,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex halleriana,ThePioneer,"T=high,M=low",8e-4,0.6,FALSE
Carex hirta,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex humilis,ThePioneer,"T=high,M=low",6e-4,0.6,FALSE
Carex lasiocarpa,ThePioneer,"T=high,M=low",7e-4,0.6,FALSE
Carex montana,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Carex nigra,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Carex pallescens,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex panicea,ThePioneer,"T=high,M=low",2.5e-4,0.6,FALSE
Carex paniculata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex pilulifera,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Carex remota,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex riparia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex rostrata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carex saxatilis,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Carex sempervirens,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Carex sylvatica,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex umbrosa,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex vaginata,ThePioneer,"T=high,M=low",2e-4,0.6,FALSE
Carex vesicaria,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carex vulpinoidea,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Carlina acaulis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carlina vulgaris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carpinus betulus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Carum carvi,ThePioneer,"T=high,M=low",0,0.6,FALSE
Castanea sativa,ThePioneer,"T=high,M=low",2.5e-4,0.6,FALSE
Catalpa speciosa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Catananche caerulea,ThePioneer,"T=high,M=low",0,0.6,FALSE
Catapodium rigidum,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Cedrus deodara,ThePioneer,"T=high,M=low",8e-4,0.6,FALSE
Celtis australis,ThePioneer,"T=high,M=low",0.00165,0.6,FALSE
Celtis occidentalis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea aspera,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea diffusa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea jacea,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea nigra,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea nigrescens,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea pectinata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea rhaetica,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurea scabiosa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Centaurium erythraea,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cerastium arvense,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cerastium fontanum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cerastium fontanum subsp. vulgare,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cerastium glomeratum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cerastium pumilum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cerastium purpurascens,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Cerastium semidecandrum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Ceratocarpus arenarius,ThePioneer,"T=high,M=low",0.00205,0.6,FALSE
Ceratonia siliqua,ThePioneer,"T=high,M=low",0.0037,0.6,FALSE
Ceratophyllum demersum,ThePioneer,"T=high,M=low",4e-4,0.6,FALSE
Cerinthe minor,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chaerophyllum hirsutum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chaerophyllum roseum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cheirolophus sempervirens,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chelidonium majus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chenopodium album,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chenopodium bonus-henricus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chondrilla juncea,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chrysopogon gryllus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chrysosplenium alternifolium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Chrysosplenium oppositifolium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cichorium intybus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Circaea alpina,ThePioneer,"T=high,M=low",0,0.6,FALSE
Circaea lutetiana,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cirsium arvense,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cirsium dissectum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cirsium heterophyllum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cirsium oleraceum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cirsium palustre,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cirsium pannonicum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cirsium vulgare,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cladium mariscus,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Clinopodium nepeta,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Clinopodium vulgare,ThePioneer,"T=high,M=low",0,0.6,FALSE
Comarum palustre,ThePioneer,"T=high,M=low",0,0.6,FALSE
Conium maculatum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Conopodium majus,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Convallaria majalis,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Convolvulus arvensis,ThePioneer,"T=high,M=low",2e-4,0.6,FALSE
Coreopsis tinctoria,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cornus sanguinea,ThePioneer,"T=high,M=low",0.0113,0.6,FALSE
Cornus sericea,ThePioneer,"T=high,M=low",0.001,0.6,FALSE
Cornus suecica,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Coronilla coronata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Coronilla minima,ThePioneer,"T=high,M=low",0.00135,0.6,FALSE
Coronilla vaginalis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Corylus avellana,ThePioneer,"T=high,M=low",0.0207,0.6,FALSE
Corynephorus canescens,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cota tinctoria,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crataegus monogyna,ThePioneer,"T=high,M=low",0.0261,0.6,FALSE
Crepis biennis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crepis capillaris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crepis foetida,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crepis froelichiana,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crepis paludosa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crepis pyrenaica,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crepis tectorum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Crepis vesicaria,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cruciata glabra,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Cruciata laevipes,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Cryptomeria japonica,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cupressus sempervirens,ThePioneer,"T=high,M=low",0.0018,0.6,FALSE
Cyclamen purpurascens,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Cynodon dactylon,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cynosurus cristatus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Cytisus scoparius,ThePioneer,"T=high,M=low",0.0251,0.6,FALSE
Dactylis glomerata,ThePioneer,"T=high,M=low",0,0.6,FALSE
Danthonia decumbens,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Datura stramonium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Daucus carota,ThePioneer,"T=high,M=low",0,0.6,FALSE
Deschampsia cespitosa,ThePioneer,"T=high,M=low",0,0.6,FALSE
Descurainia sophia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Dianthus armeria,ThePioneer,"T=high,M=low",0,0.6,FALSE
Dianthus chinensis,ThePioneer,"T=high,M=low",7.5e-4,0.6,FALSE
Dianthus seguieri,ThePioneer,"T=high,M=low",0,0.6,FALSE
Dianthus sylvestris,ThePioneer,"T=high,M=low",0,0.6,FALSE
Diapensia lapponica,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Dictamnus albus,ThePioneer,"T=high,M=low",5e-4,0.6,FALSE
Digitalis grandiflora,ThePioneer,"T=high,M=low",0,0.6,FALSE
Digitalis purpurea,ThePioneer,"T=high,M=low",0,0.6,FALSE
Digitaria sanguinalis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Dipsacus fullonum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Draba hispida,ThePioneer,"T=high,M=low",0,0.6,FALSE
Drosera rotundifolia,ThePioneer,"T=high,M=low",0,0.6,FALSE
Echinochloa crus-galli,ThePioneer,"T=high,M=low",0,0.6,FALSE
Echinops ritro,ThePioneer,"T=high,M=low",1.5e-4,0.6,FALSE
Echium plantagineum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Echium vulgare,ThePioneer,"T=high,M=low",0,0.6,FALSE
Elaeagnus angustifolia,ThePioneer,"T=high,M=low",4e-4,0.6,FALSE
Eleocharis palustris,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Eleusine indica,ThePioneer,"T=high,M=low",0,0.6,FALSE
Elymus athericus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Elymus caninus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Elymus repens,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epilobium angustifolium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epilobium brachycarpum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epilobium fleischeri,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epilobium hirsutum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epilobium palustre,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epilobium parviflorum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epipactis atrorubens,ThePioneer,"T=high,M=low",0,0.6,FALSE
Epipactis helleborine,ThePioneer,"T=high,M=low",0,0.6,FALSE
Equisetum arvense,ThePioneer,"T=high,M=low",0,0.6,FALSE
Equisetum fluviatile,ThePioneer,"T=high,M=low",0,0.6,FALSE
Equisetum palustre,ThePioneer,"T=high,M=low",0,0.6,FALSE
Equisetum sylvaticum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eragrostis cilianensis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eragrostis mexicana,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eragrostis minor,ThePioneer,"T=high,M=low",0,0.6,FALSE
Erica tetralix,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Erigeron alpinus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Erigeron annuus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Erigeron canadensis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Erigeron karvinskianus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Erigeron strigosus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Erigeron uniflorus,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eriobotrya japonica,ThePioneer,"T=high,M=low",0.04495,0.6,FALSE
Eriophorum angustifolium,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eriophorum vaginatum,ThePioneer,"T=high,M=low",5e-5,0.6,FALSE
Erodium cicutarium,ThePioneer,"T=high,M=low",1e-4,0.6,FALSE
Erodium glaucophyllum,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eruca vesicaria,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eryngium campestre,ThePioneer,"T=high,M=low",0,0.6,FALSE
Erythronium dens-canis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eucalyptus camaldulensis,ThePioneer,"T=high,M=low",0,0.6,FALSE
Eucalyptus viminalis,ThePioneer,"T=high,M=low",0,0.6,FALSE
