species,label,requirement,joint_prob,threshold,pass
Laserpitium latifolium,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Lepidium ruderale,LushShadePlant,"L=low,M=high,N=high",0.0063,0.6,FALSE
Persicaria amphibia,LushShadePlant,"L=low,M=high,N=high",0.05975,0.6,FALSE
Pinus densiflora,LushShadePlant,"L=low,M=high,N=high",0.04625,0.6,FALSE
Pinus ponderosa,LushShadePlant,"L=low,M=high,N=high",0.0171,0.6,FALSE
Pistacia lentiscus,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Polygonum aviculare,LushShadePlant,"L=low,M=high,N=high",0.05045,0.6,FALSE
Potentilla aurea,LushShadePlant,"L=low,M=high,N=high",0.2245,0.6,FALSE
Pulmonaria officinalis,LushShadePlant,"L=low,M=high,N=high",0.23895,0.6,FALSE
Quercus cerris,LushShadePlant,"L=low,M=high,N=high",0.00385,0.6,FALSE
Ratibida pinnata,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Sequoia sempervirens,LushShadePlant,"L=low,M=high,N=high",0.33945,0.6,FALSE
Seseli montanum,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Tsuga canadensis,LushShadePlant,"L=low,M=high,N=high",0.23665,0.6,FALSE
Veronica filiformis,LushShadePlant,"L=low,M=high,N=high",0.03925,0.6,FALSE
Arnica montana,CoolClimateSpecialist,"T=low,M=med,N=high",0.01225,0.6,FALSE
Artemisia campestris,CoolClimateSpecialist,"T=low,M=med,N=high",0.00585,0.6,FALSE
Asarum europaeum,CoolClimateSpecialist,"T=low,M=med,N=high",0.1507,0.6,FALSE
Bromus catharticus,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Carex pilulifera,CoolClimateSpecialist,"T=low,M=med,N=high",0.09525,0.6,FALSE
Cryptomeria japonica,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Gymnadenia conopsea,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Helianthus tuberosus,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Laserpitium latifolium,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Lepidium ruderale,CoolClimateSpecialist,"T=low,M=med,N=high",0.13355,0.6,FALSE
Persicaria amphibia,CoolClimateSpecialist,"T=low,M=med,N=high",0.02415,0.6,FALSE
Pinus densiflora,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Pinus ponderosa,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Pistacia lentiscus,CoolClimateSpecialist,"T=low,M=med,N=high",0.00545,0.6,FALSE
Polygonum aviculare,CoolClimateSpecialist,"T=low,M=med,N=high",0.12655,0.6,FALSE
Potentilla aurea,CoolClimateSpecialist,"T=low,M=med,N=high",0.18745,0.6,FALSE
Pulmonaria officinalis,CoolClimateSpecialist,"T=low,M=med,N=high",0.0117,0.6,FALSE
Quercus cerris,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Ratibida pinnata,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Sequoia sempervirens,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Seseli montanum,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Tsuga canadensis,CoolClimateSpecialist,"T=low,M=med,N=high",2.5e-4,0.6,FALSE
Veronica filiformis,CoolClimateSpecialist,"T=low,M=med,N=high",0.043,0.6,FALSE
