species,label,requirement,joint_prob,threshold,pass
Arnica montana,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Artemisia campestris,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Asarum europaeum,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Bromus catharticus,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Carex pilulifera,DryPoorSun,"L=high,M=low,N=low",5e-5,0.6,FALSE
Cryptomeria japonica,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Gymnadenia conopsea,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Helianthus tuberosus,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Laserpitium latifolium,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Lepidium ruderale,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Persicaria amphibia,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pinus densiflora,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pinus ponderosa,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pistacia lentiscus,DryPoorSun,"L=high,M=low,N=low",0.00415,0.6,FALSE
Polygonum aviculare,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Potentilla aurea,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pulmonaria officinalis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Quercus cerris,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Ratibida pinnata,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Sequoia sempervirens,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Seseli montanum,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Tsuga canadensis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Veronica filiformis,DryPoorSun,"L=high,M=low,N=low",5e-5,0.6,FALSE
