species,label,requirement,joint_prob,threshold,pass
Cryptomeria japonica,PartialSunAverage,"L=med,M=med,R=med",0.0124,0.6,FALSE
Fraxinus mandshurica,PartialSunAverage,"L=med,M=med,R=med",0.0106,0.6,FALSE
Maackia amurensis,PartialSunAverage,"L=med,M=med,R=med",0.075,0.6,FALSE
Melia azedarach,PartialSunAverage,"L=med,M=med,R=med",0.06475,0.6,FALSE
Picea glauca,PartialSunAverage,"L=med,M=med,R=med",0.03355,0.6,FALSE
Picea mariana,PartialSunAverage,"L=med,M=med,R=med",0.0134,0.6,FALSE
Pinus densiflora,PartialSunAverage,"L=med,M=med,R=med",0.022,0.6,FALSE
Pinus ponderosa,PartialSunAverage,"L=med,M=med,R=med",0.0249,0.6,FALSE
Populus tremuloides,PartialSunAverage,"L=med,M=med,R=med",2e-4,0.6,FALSE
Prunus pensylvanica,PartialSunAverage,"L=med,M=med,R=med",0.01525,0.6,FALSE
Quercus alba,PartialSunAverage,"L=med,M=med,R=med",0.02585,0.6,FALSE
Quercus macrocarpa,PartialSunAverage,"L=med,M=med,R=med",0.02345,0.6,FALSE
Quercus mongolica,PartialSunAverage,"L=med,M=med,R=med",0.0246,0.6,FALSE
Ribes divaricatum,PartialSunAverage,"L=med,M=med,R=med",0.1593,0.6,FALSE
Sequoia sempervirens,PartialSunAverage,"L=med,M=med,R=med",0.0102,0.6,FALSE
Sequoiadendron giganteum,PartialSunAverage,"L=med,M=med,R=med",0.0138,0.6,FALSE
Tsuga canadensis,PartialSunAverage,"L=med,M=med,R=med",0.03625,0.6,FALSE
Acer saccharum,WarmNeutralFertile,"T=high,R=med,N=high",0.00685,0.6,FALSE
Agropyron cristatum,WarmNeutralFertile,"T=high,R=med,N=high",0.00105,0.6,FALSE
Agrostis hyemalis,WarmNeutralFertile,"T=high,R=med,N=high",3e-4,0.6,FALSE
Ambrosia tenuifolia,WarmNeutralFertile,"T=high,R=med,N=high",0.00175,0.6,FALSE
Betula alleghaniensis,WarmNeutralFertile,"T=high,R=med,N=high",0.00185,0.6,FALSE
Carex digitata,WarmNeutralFertile,"T=high,R=med,N=high",2.5e-4,0.6,FALSE
Cryptomeria japonica,WarmNeutralFertile,"T=high,R=med,N=high",0.10365,0.6,FALSE
Fraxinus mandshurica,WarmNeutralFertile,"T=high,R=med,N=high",0.0021,0.6,FALSE
Maackia amurensis,WarmNeutralFertile,"T=high,R=med,N=high",0.0158,0.6,FALSE
Melia azedarach,WarmNeutralFertile,"T=high,R=med,N=high",0.04325,0.6,FALSE
Picea glauca,WarmNeutralFertile,"T=high,R=med,N=high",0.08955,0.6,FALSE
Picea mariana,WarmNeutralFertile,"T=high,R=med,N=high",0.0544,0.6,FALSE
Pinus densiflora,WarmNeutralFertile,"T=high,R=med,N=high",0.11845,0.6,FALSE
Pinus ponderosa,WarmNeutralFertile,"T=high,R=med,N=high",0.1158,0.6,FALSE
Populus tremuloides,WarmNeutralFertile,"T=high,R=med,N=high",3e-4,0.6,FALSE
Prunus pensylvanica,WarmNeutralFertile,"T=high,R=med,N=high",0.00415,0.6,FALSE
Quercus alba,WarmNeutralFertile,"T=high,R=med,N=high",0.0148,0.6,FALSE
Quercus macrocarpa,WarmNeutralFertile,"T=high,R=med,N=high",0.01705,0.6,FALSE
Quercus mongolica,WarmNeutralFertile,"T=high,R=med,N=high",0.0098,0.6,FALSE
Ribes divaricatum,WarmNeutralFertile,"T=high,R=med,N=high",0.00845,0.6,FALSE
Sequoia sempervirens,WarmNeutralFertile,"T=high,R=med,N=high",0.14905,0.6,FALSE
Sequoiadendron giganteum,WarmNeutralFertile,"T=high,R=med,N=high",0.07075,0.6,FALSE
Tsuga canadensis,WarmNeutralFertile,"T=high,R=med,N=high",0.0917,0.6,FALSE
Acer saccharum,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Agropyron cristatum,DryPoorSun,"L=high,M=low,N=low",0.00725,0.6,FALSE
Agrostis hyemalis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Ambrosia tenuifolia,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Betula alleghaniensis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Carex digitata,DryPoorSun,"L=high,M=low,N=low",2.5e-4,0.6,FALSE
Cryptomeria japonica,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Fraxinus mandshurica,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Maackia amurensis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Melia azedarach,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Picea glauca,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Picea mariana,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pinus densiflora,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Pinus ponderosa,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Populus tremuloides,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Prunus pensylvanica,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Quercus alba,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Quercus macrocarpa,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Quercus mongolica,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Ribes divaricatum,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Sequoia sempervirens,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Sequoiadendron giganteum,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
Tsuga canadensis,DryPoorSun,"L=high,M=low,N=low",0,0.6,FALSE
